0.115925	-0.685734
0.115925	-0.687079
0.134660	-0.565949
0.137002	-0.565949
0.139344	-0.565949
0.141686	-0.565949
0.148712	-0.565949
0.160422	-0.014132
0.160422	-0.018170
0.160422	-0.026245
0.160422	-0.030283
0.160422	-0.032974
0.160422	-0.065276
0.160422	-0.267160
0.160422	-0.486541
0.160422	-0.530956
0.160422	-0.533647
0.160422	-0.565949
0.162763	-0.014132
0.162763	-0.018170
0.162763	-0.019515
0.162763	-0.022207
0.162763	-0.024899
0.162763	-0.026245
0.162763	-0.028937
0.162763	-0.030283
0.162763	-0.031629
0.162763	-0.032974
0.162763	-0.034320
0.162763	-0.037012
0.162763	-0.051817
0.162763	-0.053163
0.162763	-0.057201
0.162763	-0.061238
0.162763	-0.065276
0.162763	-0.073351
0.162763	-0.093540
0.162763	-0.094886
0.162763	-0.105653
0.162763	-0.106999
0.162763	-0.113728
0.162763	-0.115074
0.162763	-0.171602
0.162763	-0.175639
0.162763	-0.176985
0.162763	-0.187752
0.162763	-0.190444
0.162763	-0.191790
0.162763	-0.194482
0.162763	-0.226783
0.162763	-0.229475
0.162763	-0.251009
0.162763	-0.253701
0.162763	-0.255047
0.162763	-0.259085
0.162763	-0.260431
0.162763	-0.261777
0.162763	-0.263122
0.162763	-0.267160
0.162763	-0.271198
0.162763	-0.273890
0.162763	-0.291386
0.162763	-0.298116
0.162763	-0.302153
0.162763	-0.306191
0.162763	-0.312921
0.162763	-0.329071
0.162763	-0.337147
0.162763	-0.339838
0.162763	-0.341184
0.162763	-0.347914
0.162763	-0.366756
0.162763	-0.368102
0.162763	-0.370794
0.162763	-0.372140
0.162763	-0.376178
0.162763	-0.380215
0.162763	-0.382907
0.162763	-0.384253
0.162763	-0.388291
0.162763	-0.389637
0.162763	-0.390983
0.162763	-0.392328
0.162763	-0.405787
0.162763	-0.407133
0.162763	-0.409825
0.162763	-0.415209
0.162763	-0.419246
0.162763	-0.423284
0.162763	-0.431359
0.162763	-0.486541
0.162763	-0.490579
0.162763	-0.494616
0.162763	-0.498654
0.162763	-0.501346
0.162763	-0.502692
0.162763	-0.526918
0.162763	-0.529610
0.162763	-0.530956
0.162763	-0.533647
0.162763	-0.534993
0.162763	-0.537685
0.162763	-0.539031
0.162763	-0.543069
0.162763	-0.545760
0.162763	-0.549798
0.165105	-0.018170
0.165105	-0.022207
0.165105	-0.026245
0.165105	-0.037012
0.165105	-0.038358
0.165105	-0.053163
0.165105	-0.055855
0.165105	-0.057201
0.165105	-0.061238
0.165105	-0.065276
0.165105	-0.067968
0.165105	-0.069314
0.165105	-0.073351
0.165105	-0.077389
0.165105	-0.094886
0.165105	-0.096231
0.165105	-0.097577
0.165105	-0.098923
0.165105	-0.101615
0.165105	-0.105653
0.165105	-0.106999
0.165105	-0.111036
0.165105	-0.117766
0.165105	-0.171602
0.165105	-0.179677
0.165105	-0.181023
0.165105	-0.183715
0.165105	-0.191790
0.165105	-0.194482
0.165105	-0.195828
0.165105	-0.213324
0.165105	-0.214670
0.165105	-0.217362
0.165105	-0.220054
0.165105	-0.229475
0.165105	-0.249664
0.165105	-0.253701
0.165105	-0.255047
0.165105	-0.260431
0.165105	-0.261777
0.165105	-0.263122
0.165105	-0.267160
0.165105	-0.271198
0.165105	-0.273890
0.165105	-0.275236
0.165105	-0.288694
0.165105	-0.291386
0.165105	-0.292732
0.165105	-0.294078
0.165105	-0.296770
0.165105	-0.298116
0.165105	-0.299462
0.165105	-0.302153
0.165105	-0.308883
0.165105	-0.310229
0.165105	-0.312921
0.165105	-0.329071
0.165105	-0.333109
0.165105	-0.337147
0.165105	-0.341184
0.165105	-0.343876
0.165105	-0.345222
0.165105	-0.347914
0.165105	-0.349260
0.165105	-0.351952
0.165105	-0.353297
0.165105	-0.368102
0.165105	-0.374832
0.165105	-0.376178
0.165105	-0.378869
0.165105	-0.380215
0.165105	-0.386945
0.165105	-0.388291
0.165105	-0.389637
0.165105	-0.407133
0.165105	-0.411171
0.165105	-0.415209
0.165105	-0.423284
0.165105	-0.490579
0.165105	-0.494616
0.165105	-0.565949
0.167447	-0.018170
0.167447	-0.053163
0.167447	-0.077389
0.167447	-0.183715
0.167447	-0.261777
0.167447	-0.263122
0.167447	-0.291386
0.167447	-0.302153
0.167447	-0.380215
0.167447	-0.407133
0.167447	-0.539031
0.167447	-0.565949
0.169789	-0.018170
0.169789	-0.051817
0.169789	-0.053163
0.169789	-0.101615
0.169789	-0.172948
0.169789	-0.174293
0.169789	-0.183715
0.169789	-0.209287
0.169789	-0.210633
0.169789	-0.233513
0.169789	-0.234859
0.169789	-0.249664
0.169789	-0.251009
0.169789	-0.261777
0.169789	-0.263122
0.169789	-0.264468
0.169789	-0.302153
0.169789	-0.329071
0.169789	-0.339838
0.169789	-0.341184
0.169789	-0.366756
0.169789	-0.368102
0.169789	-0.380215
0.169789	-0.419246
0.169789	-0.506729
0.172131	-0.022207
0.172131	-0.053163
0.172131	-0.101615
0.172131	-0.172948
0.172131	-0.183715
0.172131	-0.234859
0.172131	-0.263122
0.172131	-0.329071
0.172131	-0.368102
0.172131	-0.380215
0.172131	-0.407133
0.172131	-0.419246
0.172131	-0.539031
0.172131	-0.565949
0.174473	-0.022207
0.174473	-0.023553
0.174473	-0.024899
0.174473	-0.026245
0.174473	-0.051817
0.174473	-0.053163
0.174473	-0.054509
0.174473	-0.105653
0.174473	-0.172948
0.174473	-0.183715
0.174473	-0.185061
0.174473	-0.234859
0.174473	-0.249664
0.174473	-0.251009
0.174473	-0.261777
0.174473	-0.263122
0.174473	-0.267160
0.174473	-0.290040
0.174473	-0.291386
0.174473	-0.302153
0.174473	-0.339838
0.174473	-0.343876
0.174473	-0.368102
0.174473	-0.380215
0.174473	-0.384253
0.174473	-0.407133
0.174473	-0.419246
0.174473	-0.423284
0.174473	-0.510767
0.174473	-0.512113
0.174473	-0.537685
0.174473	-0.539031
0.174473	-0.565949
0.176815	-0.022207
0.176815	-0.026245
0.176815	-0.051817
0.176815	-0.053163
0.176815	-0.077389
0.176815	-0.105653
0.176815	-0.172948
0.176815	-0.209287
0.176815	-0.210633
0.176815	-0.233513
0.176815	-0.234859
0.176815	-0.249664
0.176815	-0.267160
0.176815	-0.288694
0.176815	-0.291386
0.176815	-0.302153
0.176815	-0.304845
0.176815	-0.306191
0.176815	-0.329071
0.176815	-0.339838
0.176815	-0.341184
0.176815	-0.343876
0.176815	-0.345222
0.176815	-0.368102
0.176815	-0.378869
0.176815	-0.380215
0.176815	-0.382907
0.176815	-0.384253
0.176815	-0.407133
0.176815	-0.419246
0.176815	-0.423284
0.176815	-0.510767
0.179157	-0.018170
0.179157	-0.172948
0.179157	-0.183715
0.179157	-0.234859
0.179157	-0.368102
0.179157	-0.407133
0.179157	-0.506729
0.181499	-0.018170
0.181499	-0.019515
0.181499	-0.055855
0.181499	-0.057201
0.181499	-0.109690
0.181499	-0.183715
0.181499	-0.185061
0.181499	-0.233513
0.181499	-0.234859
0.181499	-0.251009
0.181499	-0.261777
0.181499	-0.272544
0.181499	-0.290040
